instance_id,base_instance_id,arm,gate,component_size,separation,coverage,base_wrongness,seed,x,y,n_k,shd_truth,shd_cpdag,undirected_fraction,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac_n200,AUC_frac_n1000,AUC_frac_usable_n1000,n_depths_evaluated_n200,n_depths_evaluated_n1000,n_usable_depths_n200,n_usable_depths_n1000,se_auc_frac_n200,se_auc_frac_n1000
c06_s05_cov050_seed00000013_bw025,c06_s05_cov050_seed00000013,flip,fast_gate,6,5,0.5,0.25,13,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002122920000005024,0.0,0.0002122920000005024,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000014_bw025,c06_s05_cov050_seed00000014,flip,fast_gate,6,5,0.5,0.25,14,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021550000001013814,0.0,0.00021550000001013814,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000015_bw025,c06_s05_cov050_seed00000015,flip,fast_gate,6,5,0.5,0.25,15,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021933299998977418,0.0,0.00021933299998977418,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000016_bw025,c06_s05_cov050_seed00000016,flip,fast_gate,6,5,0.5,0.25,16,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00020954199999323464,0.0,0.00020954199999323464,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000017_bw025,c06_s05_cov050_seed00000017,flip,fast_gate,6,5,0.5,0.25,17,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002163330000115593,0.0,0.0002163330000115593,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000018_bw025,c06_s05_cov050_seed00000018,flip,fast_gate,6,5,0.5,0.25,18,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002144169999951373,0.0,0.0002144169999951373,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000019_bw025,c06_s05_cov050_seed00000019,flip,fast_gate,6,5,0.5,0.25,19,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002095830000001797,0.0,0.0002095830000001797,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c08_s01_cov050_seed00000000_bw025,c08_s01_cov050_seed00000000,flip,fast_gate,8,1,0.5,0.25,0,X,Y,4,5,6,0.75,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y C03->C05 C05->C06 W->Y X->Y C00-C04 C00-X C02-X C03-X C04-C07,0.0008223330000021178,0.0,0.0008223330000021178,,2,11,3,0,0.5056179775280899,0.4922755741127349,0.4922755741127349,4,4,3,3,0.014766588681880126,0.0065758423948064125
c08_s01_cov050_seed00000001_bw025,c08_s01_cov050_seed00000001,flip,fast_gate,8,1,0.5,0.25,1,X,Y,4,3,7,0.7272727272727273,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C03->C04 C04->C05 C05->C07 W->Y X->C06 X->Y C00-C02 C00-X C03-X,0.0006253750000126956,0.0,0.0006253750000126956,,2,13,3,0,0.5971962616822429,0.5639809400043319,0.5639809400043319,4,4,4,4,0.02026930671179039,0.009265958282871465
c08_s01_cov050_seed00000002_bw025,c08_s01_cov050_seed00000002,flip,fast_gate,8,1,0.5,0.25,2,X,Y,5,5,9,0.7692307692307693,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C05 C00->C06 C00->C07 C00->Y C02->C00 C02->X W->Y X->C04 X->C07 X->Y C00-X C05-C06,0.0004283330000021124,0.0,0.0004283330000021124,,1,9,3,0,0.8239724957024535,0.8006319275479858,0.8006319275479858,5,5,2,3,0.019182096968009,0.0084976109062228
c08_s01_cov050_seed00000004_bw025,c08_s01_cov050_seed00000004,flip,fast_gate,8,1,0.5,0.25,4,X,Y,4,4,6,0.7272727272727273,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C03->C04 C03->C06 C04->C07 W->Y X->Y C00-X C02-X C04-C06,0.00031312500000524324,0.0,0.00031312500000524324,,1,6,2,0,0.5369007803790413,0.48259227388494563,0.48259227388494563,4,4,2,2,0.044509615753181714,0.01994195326654582
c08_s01_cov050_seed00000005_bw025,c08_s01_cov050_seed00000005,flip,fast_gate,8,1,0.5,0.25,5,X,Y,4,3,8,0.75,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C04 X->C05 X->C06 X->Y C00-C07 C00-X C02-C06,0.0007313330000044971,0.0,0.0007313330000044971,,2,15,5,0,0.4378378378378379,0.4563636363636364,0.4563636363636364,4,4,3,3,0.017379734164118355,0.008249794144765328
c08_s01_cov050_seed00000006_bw025,c08_s01_cov050_seed00000006,flip,fast_gate,8,1,0.5,0.25,6,X,Y,4,2,7,0.7,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C06 C04->C07 W->Y X->C03 X->C05 X->Y C00-C02 C00-X,0.000990709000006973,0.0,0.000990709000006973,,4,25,9,0,0.3,0.3,0.3,4,4,1,2,0.0,0.0
c08_s01_cov050_seed00000007_bw025,c08_s01_cov050_seed00000007,flip,fast_gate,8,1,0.5,0.25,7,X,Y,4,5,4,0.7,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->Y C03->C04 C05->C06 W->Y X->Y C00-X C02-X C03-X C05-X,0.00031783299999688097,0.0,0.00031783299999688097,,1,4,2,0,0.19411764705882356,0.20625,0.20625,4,4,1,2,0.01159040430757386,0.005070767480938629
c08_s01_cov050_seed00000009_bw025,c08_s01_cov050_seed00000009,flip,fast_gate,8,1,0.5,0.25,9,X,Y,4,3,8,0.75,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 C03->C05 C05->C06 C05->C07 W->Y X->C02 X->Y C00-X C06-C07,0.0003491659999923513,0.0,0.0003491659999923513,,1,8,2,0,0.0,0.0,0.0,4,4,3,3,0.0,0.0
c08_s01_cov050_seed00000010_bw025,c08_s01_cov050_seed00000010,flip,fast_gate,8,1,0.5,0.25,10,X,Y,4,4,7,0.75,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 C02->C04 C04->C06 W->Y X->Y C00-C07 C00-X C02-X C05-X,0.0007951249999962329,0.0,0.0007951249999962329,,2,13,3,0,0.5228571428571429,0.4986,0.4986,4,4,3,3,0.012795771896437354,0.006346343829324094
c08_s01_cov050_seed00000011_bw025,c08_s01_cov050_seed00000011,flip,fast_gate,8,1,0.5,0.25,11,X,Y,4,3,8,0.75,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C05 C00->C06 C00->C07 C00->Y C02->C04 W->Y X->Y C00-C02 C00-X C03-C06,0.0006300409999937528,0.0,0.0006300409999937528,,2,15,5,0,0.8045045045045043,0.7648221343873517,0.7648221343873517,4,4,2,2,0.02980845126062263,0.014698274848000948
c08_s01_cov050_seed00000012_bw025,c08_s01_cov050_seed00000012,flip,fast_gate,8,1,0.5,0.25,12,X,Y,5,5,9,0.7692307692307693,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C06 C00->Y C04->C06 C05->C04 C06->C07 W->Y X->C02 X->Y C00-C05 C00-X C03-X,0.0009397919999969417,0.0,0.0009397919999969417,,2,17,5,0,0.6802445302445304,0.7147078700006146,0.7147078700006146,5,5,3,3,0.03962636213637416,0.017937777059844208
c08_s01_cov050_seed00000013_bw025,c08_s01_cov050_seed00000013,flip,fast_gate,8,1,0.5,0.25,13,X,Y,4,5,6,0.75,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 C03->C04 C03->C06 C04->C06 W->Y X->Y C00-X C02-X C05-C07 C05-X,0.00041766600000414655,0.0,0.00041766600000414655,,1,6,2,0,0.8037885662431942,0.8039334598184034,0.8039334598184034,4,4,3,3,0.018978546690348413,0.008271735456331373
c08_s01_cov050_seed00000014_bw025,c08_s01_cov050_seed00000014,flip,fast_gate,8,1,0.5,0.25,14,X,Y,4,2,7,0.7,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 C05->C07 W->Y X->C04 X->Y C00-C06 C00-X,0.0004604169999993246,0.0,0.0004604169999993246,,2,13,3,0,0.8235294117647058,0.8334328358208956,0.8334328358208956,4,4,3,3,0.01790469374809032,0.008145235595039244
c08_s01_cov050_seed00000015_bw025,c08_s01_cov050_seed00000015,flip,fast_gate,8,1,0.5,0.25,15,X,Y,4,4,6,0.7272727272727273,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C02->C03 C04->C06 C04->C07 W->Y X->Y C00-X C02-X C04-C05,0.0003457920000045078,0.0,0.0003457920000045078,,1,6,2,0,0.15,0.1517509727626459,0.1517509727626459,4,4,3,3,0.015152288168283163,0.006615765584513293
c08_s01_cov050_seed00000016_bw025,c08_s01_cov050_seed00000016,flip,fast_gate,8,1,0.5,0.25,16,X,Y,4,5,5,0.7272727272727273,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C06 C00->Y C02->C03 C02->C05 C06->C07 W->Y X->Y C00-X C02-X C03-X C04-X,0.0003670419999934893,0.0,0.0003670419999934893,,1,5,2,0,0.20463576158940397,0.19986702127659575,0.19986702127659575,4,4,3,3,0.011368287934712446,0.005158818130797823
c08_s01_cov050_seed00000017_bw025,c08_s01_cov050_seed00000017,flip,fast_gate,8,1,0.5,0.25,17,X,Y,4,6,7,0.75,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C00 C02->C03 C02->C04 C02->X C05->C06 W->Y X->C05 X->Y C00-X C02-C07 C03-C04,0.00042208300000368126,0.0,0.00042208300000368126,,1,7,5,0,0.3006176470588235,0.3025631500742942,0.3025631500742942,4,4,3,3,0.014824059787224574,0.006520031742787385
c08_s01_cov050_seed00000018_bw025,c08_s01_cov050_seed00000018,flip,fast_gate,8,1,0.5,0.25,18,X,Y,4,4,7,0.75,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C03->C05 C03->C06 C03->C07 W->Y X->C03 X->Y C00-X C02-X C05-C07,0.0003534580000064125,0.0,0.0003534580000064125,,1,7,2,0,0.0,0.0,0.0,4,4,3,3,0.0,0.0
c08_s01_cov050_seed00000019_bw025,c08_s01_cov050_seed00000019,flip,fast_gate,8,1,0.5,0.25,19,X,Y,4,3,7,0.7272727272727273,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C05->C07 W->Y X->C02 X->C03 X->Y C00-C04 C00-X C04-C06,0.0006078330000036658,0.0,0.0006078330000036658,,2,13,5,0,0.694882790165809,0.6961507936507936,0.6961507936507936,4,4,3,3,0.024319749937773052,0.010828381430400963
c08_s01_cov050_seed00000020_bw025,c08_s01_cov050_seed00000020,flip,fast_gate,8,1,0.5,0.25,20,X,Y,4,4,7,0.75,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C07 C00->Y W->Y X->C02 X->C05 X->Y C00-C06 C00-X C02-C05 C03-X,0.0007142500000014707,0.0,0.0007142500000014707,,2,13,3,0,0.49223300970873785,0.5056179775280899,0.5056179775280899,4,4,3,3,0.01418202502792311,0.00602843458536059
c08_s01_cov050_seed00000021_bw025,c08_s01_cov050_seed00000021,flip,fast_gate,8,1,0.5,0.25,21,X,Y,4,4,8,0.7272727272727273,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 C04->C07 C06->C00 C06->X W->Y X->C04 X->Y C00-X,0.0003191670000006752,0.0,0.0003191670000006752,,1,8,3,0,0.6133663366336635,0.6198264571054356,0.6198264571054356,4,4,2,2,0.0369994940554137,0.016239286636109174
c08_s04_cov050_seed00000007_bw025,c08_s04_cov050_seed00000007,flip,fast_gate,8,4,0.5,0.25,7,X,Y,4,2,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C03->C06 C05->C07 W->Y X->C05 X->Y C01-C02 C02-C03 C03-X,0.0009004579999896123,0.0,0.0009004579999896123,,4,24,6,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000011_bw025,c08_s04_cov050_seed00000011,flip,fast_gate,8,4,0.5,0.25,11,X,Y,4,3,7,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->C06 C00->Y C01->C00 C03->C07 W->Y X->Y C01-C02 C02-C03 C03-X C07-X,0.0013679999999993697,0.0,0.0013679999999993697,,4,24,8,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000016_bw025,c08_s04_cov050_seed00000016,flip,fast_gate,8,4,0.5,0.25,16,X,Y,4,3,7,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C05 C02->C07 C03->C06 W->Y X->Y C01-C02 C02-C03 C03-X C06-X,0.0021469999999936817,0.0,0.0021469999999936817,,6,34,13,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000022_bw025,c08_s04_cov050_seed00000022,flip,fast_gate,8,4,0.5,0.25,22,X,Y,4,3,7,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->Y C01->C00 C02->C05 C05->C06 W->Y X->Y C01-C02 C02-C03 C03-C05 C03-X,0.0014078330000018013,0.0,0.0014078330000018013,,5,29,11,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000024_bw025,c08_s04_cov050_seed00000024,flip,fast_gate,8,4,0.5,0.25,24,X,Y,4,4,5,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->Y C01->C00 W->Y X->Y C01-C02 C01-C05 C01-C06 C02-C03 C03-X,0.0009812910000022157,0.0,0.0009812910000022157,,4,16,7,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000025_bw025,c08_s04_cov050_seed00000025,flip,fast_gate,8,4,0.5,0.25,25,X,Y,4,7,4,0.75,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C01-C05 C01-C06 C01-C07 C02-C03 C02-C05 C03-X C05-C07,0.0011639169999995147,0.0,0.0011639169999995147,,4,12,6,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000028_bw025,c08_s04_cov050_seed00000028,flip,fast_gate,8,4,0.5,0.25,28,X,Y,4,3,7,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C03->C05 C03->C07 C05->C06 W->Y X->Y C01-C02 C02-C03 C03-X C05-C07,0.0011046249999964175,0.0,0.0011046249999964175,,4,24,6,0,0.6,0.6,0.6,4,4,2,3,0.0,0.0
c08_s04_cov050_seed00000030_bw025,c08_s04_cov050_seed00000030,flip,fast_gate,8,4,0.5,0.25,30,X,Y,4,4,6,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C00 W->Y X->C07 X->Y C01-C02 C01-C06 C02-C03 C02-C06 C03-X,0.0011096669999943742,0.0,0.0011096669999943742,,4,20,7,0,0.6,0.6,0.6,4,4,2,3,0.0,0.0
c08_s04_cov050_seed00000033_bw025,c08_s04_cov050_seed00000033,flip,fast_gate,8,4,0.5,0.25,33,X,Y,4,2,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C06 C02->C07 W->Y X->C05 X->Y C01-C02 C02-C03 C03-X,0.0014309999999966294,0.0,0.0014309999999966294,,6,34,13,0,0.6,0.6,0.6,4,4,2,3,0.0,0.0
c08_s04_cov050_seed00000044_bw025,c08_s04_cov050_seed00000044,flip,fast_gate,8,4,0.5,0.25,44,X,Y,4,4,7,0.75,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C05 C02->C07 C03->C06 W->Y X->Y C01-C02 C02-C03 C03-C05 C03-X C05-C07,0.0020330830000006017,0.0,0.0020330830000006017,,6,34,13,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000045_bw025,c08_s04_cov050_seed00000045,flip,fast_gate,8,4,0.5,0.25,45,X,Y,4,2,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C03->C06 W->Y X->C05 X->C07 X->Y C01-C02 C02-C03 C03-X,0.0009107080000063661,0.0,0.0009107080000063661,,4,24,6,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000046_bw025,c08_s04_cov050_seed00000046,flip,fast_gate,8,4,0.5,0.25,46,X,Y,4,4,6,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C05 C03->C06 W->Y X->Y C01-C02 C01-C07 C02-C03 C03-C05 C03-X,0.001371790999996847,0.0,0.001371790999996847,,5,24,9,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000047_bw025,c08_s04_cov050_seed00000047,flip,fast_gate,8,4,0.5,0.25,47,X,Y,4,2,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->C07 C00->Y C01->C00 W->Y X->C06 X->Y C01-C02 C02-C03 C03-X,0.0009660000000053515,0.0,0.0009660000000053515,,4,24,8,0,0.6,0.6,0.6,4,4,2,3,0.0,0.0
c08_s04_cov050_seed00000050_bw025,c08_s04_cov050_seed00000050,flip,fast_gate,8,4,0.5,0.25,50,X,Y,4,4,6,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C03->C05 W->Y X->C06 X->Y C01-C02 C01-C07 C02-C03 C02-C07 C03-X,0.0011002500000074633,0.0,0.0011002500000074633,,4,20,6,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000051_bw025,c08_s04_cov050_seed00000051,flip,fast_gate,8,4,0.5,0.25,51,X,Y,4,5,5,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C07 W->Y X->Y C01-C02 C01-C05 C01-C06 C02-C03 C03-X C05-C06,0.0012685419999911574,0.0,0.0012685419999911574,,5,19,9,0,0.6,0.6,0.6,4,4,2,3,0.0,0.0
c08_s04_cov050_seed00000052_bw025,c08_s04_cov050_seed00000052,flip,fast_gate,8,4,0.5,0.25,52,X,Y,4,2,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C03->C06 C05->C07 W->Y X->C05 X->Y C01-C02 C02-C03 C03-X,0.0008237920000055965,0.0,0.0008237920000055965,,4,24,6,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000055_bw025,c08_s04_cov050_seed00000055,flip,fast_gate,8,4,0.5,0.25,55,X,Y,4,4,6,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->C05 X->C06 X->Y C01-C02 C01-C07 C02-C03 C03-X C05-C06,0.0011930830000039805,0.0,0.0011930830000039805,,4,20,6,0,0.6,0.6,0.6,4,4,2,3,0.0,0.0
c08_s04_cov050_seed00000061_bw025,c08_s04_cov050_seed00000061,flip,fast_gate,8,4,0.5,0.25,61,X,Y,4,2,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C05 C02->C06 C05->C07 W->Y X->Y C01-C02 C02-C03 C03-X,0.0014372499999950605,0.0,0.0014372499999950605,,6,34,14,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s04_cov050_seed00000064_bw025,c08_s04_cov050_seed00000064,flip,fast_gate,8,4,0.5,0.25,64,X,Y,4,3,7,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->Y C01->C00 C02->C05 C02->C06 W->Y X->Y C01-C02 C02-C03 C03-X C05-C06,0.001712875000009717,0.0,0.001712875000009717,,6,34,14,0,0.6,0.6,0.6,4,4,2,3,0.0,0.0
c08_s04_cov050_seed00000066_bw025,c08_s04_cov050_seed00000066,flip,fast_gate,8,4,0.5,0.25,66,X,Y,4,3,7,0.7272727272727273,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C05->C07 W->Y X->C05 X->C06 X->Y C01-C02 C02-C03 C03-X C05-C06,0.0011008339999989403,0.0,0.0011008339999989403,,4,24,6,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s07_cov050_seed00000009_bw025,c08_s07_cov050_seed00000009,flip,fast_gate,8,7,0.5,0.25,9,X,Y,4,8,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C01 C03->C02 C04->C03 W->Y X->Y C04-C05 C05-C06 C06-X,0.000924541000017598,0.0,0.000924541000017598,,4,24,7,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s07_cov050_seed00000011_bw025,c08_s07_cov050_seed00000011,flip,fast_gate,8,7,0.5,0.25,11,X,Y,4,8,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C01 C03->C02 C04->C03 W->Y X->Y C04-C05 C05-C06 C06-X,0.0007924159999959102,0.0,0.0007924159999959102,,4,24,7,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s07_cov050_seed00000015_bw025,c08_s07_cov050_seed00000015,flip,fast_gate,8,7,0.5,0.25,15,X,Y,4,8,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C01 C03->C02 C04->C03 W->Y X->Y C04-C05 C05-C06 C06-X,0.0007964170000036574,0.0,0.0007964170000036574,,4,24,7,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
c08_s07_cov050_seed00000019_bw025,c08_s07_cov050_seed00000019,flip,fast_gate,8,7,0.5,0.25,19,X,Y,4,8,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C01 C03->C02 C04->C03 W->Y X->Y C04-C05 C05-C06 C06-X,0.0008278749999988122,0.0,0.0008278749999988122,,4,24,7,0,0.6,0.6,0.6,4,4,3,3,0.0,0.0
