instance_id,base_instance_id,arm,gate,component_size,separation,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,undirected_fraction,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory
c06_s03_cov050_seed00000001_bw010,c06_s03_cov050_seed00000001,flip,fast_gate,6,3,0.5,0.1,,1,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C05-X,0.0006330420000004722,0.0,0.0006330420000004722,,4,15,6,0,0.8,2.0,3,0
c06_s03_cov050_seed00000002_bw010,c06_s03_cov050_seed00000002,flip,fast_gate,6,3,0.5,0.1,,2,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X C04-X,0.0009270830000005503,0.0,0.0009270830000005503,,4,15,6,0,0.8,2.0,3,0
c06_s03_cov050_seed00000003_bw010,c06_s03_cov050_seed00000003,flip,fast_gate,6,3,0.5,0.1,,3,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C00-C05 C01-C02 C02-X C04-X,0.000479125000001801,0.0,0.000479125000001801,,3,9,4,0,0.8,2.0,3,0
c06_s03_cov050_seed00000004_bw010,c06_s03_cov050_seed00000004,flip,fast_gate,6,3,0.5,0.1,,4,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00028687500000046384,0.0,0.00028687500000046384,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000005_bw010,c06_s03_cov050_seed00000005,flip,fast_gate,6,3,0.5,0.1,,5,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00025529199999851926,0.0,0.00025529199999851926,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000006_bw010,c06_s03_cov050_seed00000006,flip,fast_gate,6,3,0.5,0.1,,6,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C05 W->Y X->Y C00-C01 C01-C02 C01-C04 C02-X,0.0002480419999990602,0.0,0.0002480419999990602,,2,5,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000007_bw010,c06_s03_cov050_seed00000007,flip,fast_gate,6,3,0.5,0.1,,7,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00027912499999871443,0.0,0.00027912499999871443,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000008_bw010,c06_s03_cov050_seed00000008,flip,fast_gate,6,3,0.5,0.1,,8,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C01-C02 C01-C05 C02-X,0.0002439579999986563,0.0,0.0002439579999986563,,2,5,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000009_bw010,c06_s03_cov050_seed00000009,flip,fast_gate,6,3,0.5,0.1,,9,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 W->Y X->Y C00-C01 C00-C05 C01-C02 C02-C04 C02-X,0.0005138749999993308,0.0,0.0005138749999993308,,4,11,6,0,0.8,2.0,3,0
c06_s03_cov050_seed00000010_bw010,c06_s03_cov050_seed00000010,flip,fast_gate,6,3,0.5,0.1,,10,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-X,0.0005130419999979097,0.0,0.0005130419999979097,,3,12,4,0,0.8,2.0,3,0
c06_s03_cov050_seed00000011_bw010,c06_s03_cov050_seed00000011,flip,fast_gate,6,3,0.5,0.1,,11,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C00-C05 C01-C02 C02-X,0.00021641700000074593,0.0,0.00021641700000074593,,2,3,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000012_bw010,c06_s03_cov050_seed00000012,flip,fast_gate,6,3,0.5,0.1,,12,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C00-C05 C01-C02 C01-C05 C02-X,0.00043791699999928824,0.0,0.00043791699999928824,,3,9,4,0,0.8,2.0,3,0
c06_s03_cov050_seed00000013_bw010,c06_s03_cov050_seed00000013,flip,fast_gate,6,3,0.5,0.1,,13,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0002769590000006872,0.0,0.0002769590000006872,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000014_bw010,c06_s03_cov050_seed00000014,flip,fast_gate,6,3,0.5,0.1,,14,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C01-C02 C02-X C04-C05,0.00021983399999925268,0.0,0.00021983399999925268,,2,3,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000015_bw010,c06_s03_cov050_seed00000015,flip,fast_gate,6,3,0.5,0.1,,15,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.0002715420000001245,0.0,0.0002715420000001245,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000016_bw010,c06_s03_cov050_seed00000016,flip,fast_gate,6,3,0.5,0.1,,16,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C05-X,0.0004942080000027715,0.0,0.0004942080000027715,,3,12,4,0,0.8,2.0,3,0
c06_s03_cov050_seed00000017_bw010,c06_s03_cov050_seed00000017,flip,fast_gate,6,3,0.5,0.1,,17,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-X,0.000513083999997832,0.0,0.000513083999997832,,3,12,4,0,0.8,2.0,3,0
c06_s03_cov050_seed00000018_bw010,c06_s03_cov050_seed00000018,flip,fast_gate,6,3,0.5,0.1,,18,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->Y C00-C01 C00-C05 C01-C02 C01-C05 C02-X,0.00044641599999906134,0.0,0.00044641599999906134,,3,9,4,0,0.8,2.0,3,0
c06_s03_cov050_seed00000019_bw010,c06_s03_cov050_seed00000019,flip,fast_gate,6,3,0.5,0.1,,19,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-C05,0.0004716249999994204,0.0,0.0004716249999994204,,3,12,4,0,0.8,2.0,3,0
c06_s03_cov050_seed00000004_bw025,c06_s03_cov050_seed00000004,flip,fast_gate,6,3,0.5,0.25,,4,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0002659590000000378,0.0,0.0002659590000000378,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000005_bw025,c06_s03_cov050_seed00000005,flip,fast_gate,6,3,0.5,0.25,,5,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00025625000000317755,0.0,0.00025625000000317755,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000006_bw025,c06_s03_cov050_seed00000006,flip,fast_gate,6,3,0.5,0.25,,6,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C05 W->Y X->Y C00-C01 C01-C02 C01-C04 C02-X,0.0002574580000000992,0.0,0.0002574580000000992,,2,5,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000007_bw025,c06_s03_cov050_seed00000007,flip,fast_gate,6,3,0.5,0.25,,7,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00027266600000075414,0.0,0.00027266600000075414,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000008_bw025,c06_s03_cov050_seed00000008,flip,fast_gate,6,3,0.5,0.25,,8,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C01-C02 C01-C05 C02-X,0.0002546660000000145,0.0,0.0002546660000000145,,2,5,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000011_bw025,c06_s03_cov050_seed00000011,flip,fast_gate,6,3,0.5,0.25,,11,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C00-C05 C01-C02 C02-X,0.00022795799999997257,0.0,0.00022795799999997257,,2,3,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000013_bw025,c06_s03_cov050_seed00000013,flip,fast_gate,6,3,0.5,0.25,,13,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0003365839999993625,0.0,0.0003365839999993625,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000014_bw025,c06_s03_cov050_seed00000014,flip,fast_gate,6,3,0.5,0.25,,14,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C01-C02 C02-X C04-C05,0.00020191699999827506,0.0,0.00020191699999827506,,2,3,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000015_bw025,c06_s03_cov050_seed00000015,flip,fast_gate,6,3,0.5,0.25,,15,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00026575000000050863,0.0,0.00026575000000050863,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000021_bw025,c06_s03_cov050_seed00000021,flip,fast_gate,6,3,0.5,0.25,,21,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C05 X->Y C00-C01 C01-C02 C01-C04 C02-X,0.00032295800000170516,0.0,0.00032295800000170516,,2,5,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000022_bw025,c06_s03_cov050_seed00000022,flip,fast_gate,6,3,0.5,0.25,,22,X,Y,4,3,6,0.7,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C00 C01->C05 C02->C04 W->Y X->Y C01-C02 C02-X C04-X,0.0005638330000010683,0.0,0.0005638330000010683,,2,11,5,0,0.496875,1.65625,4,1
c06_s03_cov050_seed00000024_bw025,c06_s03_cov050_seed00000024,flip,fast_gate,6,3,0.5,0.25,,24,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C01-C04 C01-C05 C02-X,0.000308458000002787,0.0,0.000308458000002787,,2,3,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000025_bw025,c06_s03_cov050_seed00000025,flip,fast_gate,6,3,0.5,0.25,,25,X,Y,3,5,3,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C01-C04 C01-C05 C02-C04 C02-X,0.0003865409999974645,0.0,0.0003865409999974645,,2,5,4,0,0.5,1.0,3,1
c06_s03_cov050_seed00000028_bw025,c06_s03_cov050_seed00000028,flip,fast_gate,6,3,0.5,0.25,,28,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00024416599999810273,0.0,0.00024416599999810273,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000029_bw025,c06_s03_cov050_seed00000029,flip,fast_gate,6,3,0.5,0.25,,29,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->Y C00-C01 C00-C05 C01-C02 C02-X,0.0003172919999983037,0.0,0.0003172919999983037,,2,5,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000031_bw025,c06_s03_cov050_seed00000031,flip,fast_gate,6,3,0.5,0.25,,31,X,Y,3,3,5,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C04 C02->C05 W->Y X->Y C01-C02 C02-X C04-X,0.00039708299999929864,0.0,0.00039708299999929864,,2,9,4,0,0.5,1.0,3,1
c06_s03_cov050_seed00000032_bw025,c06_s03_cov050_seed00000032,flip,fast_gate,6,3,0.5,0.25,,32,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->Y C00-C01 C00-C05 C01-C02 C02-X,0.0002533749999997781,0.0,0.0002533749999997781,,2,5,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000033_bw025,c06_s03_cov050_seed00000033,flip,fast_gate,6,3,0.5,0.25,,33,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0003107920000005038,0.0,0.0003107920000005038,,2,7,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000035_bw025,c06_s03_cov050_seed00000035,flip,fast_gate,6,3,0.5,0.25,,35,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C01-C02 C01-C05 C02-X,0.0002842080000000635,0.0,0.0002842080000000635,,2,3,3,0,0.7,1.0,2,0
c06_s03_cov050_seed00000036_bw025,c06_s03_cov050_seed00000036,flip,fast_gate,6,3,0.5,0.25,,36,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C05 C01-C02 C01-C04 C02-X,0.0002742500000003645,0.0,0.0002742500000003645,,2,3,3,0,0.7,1.0,2,0
c06_s03_cov100_seed00000000_bw000,c06_s03_cov100_seed00000000,flip,fast_gate,6,3,1.0,0.0,,0,X,Y,7,0,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.0017737080000017613,0.0,0.0017737080000017613,,8,45,12,0,0.51,3.3,7,2
c06_s03_cov100_seed00000001_bw000,c06_s03_cov100_seed00000001,flip,fast_gate,6,3,1.0,0.0,,1,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->C05 X->Y C00-C01 C01-C02 C02-X,0.0010363750000017546,0.0,0.0010363750000017546,,6,28,10,0,0.5520737327188939,3.163594470046083,6,1
c06_s03_cov100_seed00000002_bw000,c06_s03_cov100_seed00000002,flip,fast_gate,6,3,1.0,0.0,,2,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.00101454099999998,0.0,0.00101454099999998,,6,28,10,0,0.55,3.0,6,1
c06_s03_cov100_seed00000003_bw000,c06_s03_cov100_seed00000003,flip,fast_gate,6,3,1.0,0.0,,3,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C04 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0014965410000016277,0.0,0.0014965410000016277,,8,37,12,0,0.5516190476190476,2.9961904761904763,6,1
c06_s03_cov100_seed00000004_bw000,c06_s03_cov100_seed00000004,flip,fast_gate,6,3,1.0,0.0,,4,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0003845829999988837,0.0,0.0003845829999988837,,3,12,4,0,0.880952380952381,3.4047619047619047,5,1
c06_s03_cov100_seed00000005_bw000,c06_s03_cov100_seed00000005,flip,fast_gate,6,3,1.0,0.0,,5,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00038395800000046165,0.0,0.00038395800000046165,,3,12,4,0,0.8863636363636364,3.4318181818181817,5,1
c06_s03_cov100_seed00000006_bw000,c06_s03_cov100_seed00000006,flip,fast_gate,6,3,1.0,0.0,,6,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0005728750000031368,0.0,0.0005728750000031368,,4,15,6,0,0.7560975609756095,2.5121951219512195,5,2
c06_s03_cov100_seed00000007_bw000,c06_s03_cov100_seed00000007,flip,fast_gate,6,3,1.0,0.0,,7,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00041683299999917267,0.0,0.00041683299999917267,,3,12,4,0,0.5,2.0,5,1
c06_s03_cov100_seed00000008_bw000,c06_s03_cov100_seed00000008,flip,fast_gate,6,3,1.0,0.0,,8,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.000550749999998601,0.0,0.000550749999998601,,4,15,6,0,0.7340425531914896,2.4680851063829787,5,2
c06_s03_cov100_seed00000009_bw000,c06_s03_cov100_seed00000009,flip,fast_gate,6,3,1.0,0.0,,9,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C04 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.0014409999999998035,0.0,0.0014409999999998035,,8,37,13,0,0.7437192118226601,3.294334975369458,6,2
c06_s03_cov100_seed00000010_bw000,c06_s03_cov100_seed00000010,flip,fast_gate,6,3,1.0,0.0,,10,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0008707920000006197,0.0,0.0008707920000006197,,5,24,7,0,0.6496098104793757,3.440356744704571,6,0
c06_s03_cov100_seed00000011_bw000,c06_s03_cov100_seed00000011,flip,fast_gate,6,3,1.0,0.0,,11,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->Y C00-C01 C01-C02 C02-X,0.001077957999999768,0.0,0.001077957999999768,,8,29,12,0,0.5,2.0,5,2
c06_s03_cov100_seed00000012_bw000,c06_s03_cov100_seed00000012,flip,fast_gate,6,3,1.0,0.0,,12,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.001016624999998328,0.0,0.001016624999998328,,6,28,10,0,0.769767441860465,3.297674418604651,6,2
c06_s03_cov100_seed00000013_bw000,c06_s03_cov100_seed00000013,flip,fast_gate,6,3,1.0,0.0,,13,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.00040441600000207245,0.0,0.00040441600000207245,,3,12,4,0,0.5,2.0,5,0
c06_s03_cov100_seed00000014_bw000,c06_s03_cov100_seed00000014,flip,fast_gate,6,3,1.0,0.0,,14,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->Y C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0008342910000003201,0.0,0.0008342910000003201,,6,22,9,0,0.5,2.0,5,2
c06_s03_cov100_seed00000015_bw000,c06_s03_cov100_seed00000015,flip,fast_gate,6,3,1.0,0.0,,15,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.0003971669999991434,0.0,0.0003971669999991434,,3,12,4,0,0.5,2.0,5,1
c06_s03_cov100_seed00000016_bw000,c06_s03_cov100_seed00000016,flip,fast_gate,6,3,1.0,0.0,,16,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->C05 X->Y C00-C01 C01-C02 C02-X,0.0008353329999977177,0.0,0.0008353329999977177,,5,24,7,0,0.5928977272727274,3.2926136363636362,6,1
c06_s03_cov100_seed00000017_bw000,c06_s03_cov100_seed00000017,flip,fast_gate,6,3,1.0,0.0,,17,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0008459999999992363,0.0,0.0008459999999992363,,5,24,7,0,0.6170588235294118,3.435294117647059,6,1
c06_s03_cov100_seed00000018_bw000,c06_s03_cov100_seed00000018,flip,fast_gate,6,3,1.0,0.0,,18,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0010075419999999724,0.0,0.0010075419999999724,,6,28,10,0,0.48,2.8,6,1
c06_s03_cov100_seed00000019_bw000,c06_s03_cov100_seed00000019,flip,fast_gate,6,3,1.0,0.0,,19,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0008122499999991817,0.0,0.0008122499999991817,,5,24,7,0,0.9043478260869564,4.413043478260869,6,1
