instance_id,component_size,separation,coverage,base_wrongness,seed,x,y,n_k,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,space_n_elements,space_build_seconds,n_samples,n_ok,n_unreachable_in_space,n_not_in_space_bug,n_contradictory,h_max,AUC_claims,AUC_abs_claims,n_d_claims_evaluated,AUC_hops,n_d_hops_evaluated,n_symdiff_compared,n_symdiff_eq_dhops,n_symdiff_gt_dhops,n_symdiff_lt_dhops,frac_symdiff_eq_dhops,frac_symdiff_gt_dhops,frac_symdiff_lt_dhops
c04_s01_cov050_seed00000012_bw000,4,1,0.5,0.0,12,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->Y C00-X C03-X,0.0001458329999999286,0.0,0.0001458329999999286,,32,0.006640583999999894,200,200,0,0,0,5,0.259,0.37,2,0.7,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000013_bw000,4,1,0.5,0.0,13,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,8.287500000037085e-05,0.0,8.287500000037085e-05,,10,0.0013383750000000028,200,146,0,0,54,6,0.0,0.0,2,0.0,2,146,146,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000014_bw000,4,1,0.5,0.0,14,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->Y C00-X,9.199999999998099e-05,0.0,9.199999999998099e-05,,10,0.0015613330000001646,200,100,0,0,100,3,0.4800000000000001,0.48,2,0.2,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000000_bw010,4,1,0.5,0.1,0,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X C02-X C03-X,0.00015487499999977672,0.0,0.00015487499999977672,,50,0.014128707999999879,200,200,0,0,0,6,0.30100000000000005,0.43,2,0.3,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000001_bw010,4,1,0.5,0.1,1,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X C03-X,9.891600000022649e-05,0.0,9.891600000022649e-05,,32,0.005242625000000167,200,100,0,0,100,3,0.43000000000000005,0.43,2,0.2,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000002_bw010,4,1,0.5,0.1,2,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X C02-X,0.00011174999999985502,0.0,0.00011174999999985502,,32,0.005548915999999959,200,200,0,0,0,5,0.3289999999999999,0.47,2,0.4229999999999999,2,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000003_bw010,4,1,0.5,0.1,3,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X C02-X,0.00014120800000005929,0.0,0.00014120800000005929,,32,0.005783207999999984,200,200,0,0,0,5,0.33599999999999997,0.48,2,0.43200000000000005,2,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000004_bw010,4,1,0.5,0.1,4,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,8.51669999999416e-05,0.0,8.51669999999416e-05,,10,0.0013302500000000883,200,153,0,0,47,6,0.0,0.0,2,0.0,2,153,153,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000005_bw010,4,1,0.5,0.1,5,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,8.154199999976797e-05,0.0,8.154199999976797e-05,,10,0.0012709589999997384,200,148,0,0,52,6,0.0,0.0,2,0.0,2,148,148,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000006_bw010,4,1,0.5,0.1,6,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->C03 X->Y C00-X,8.350000000012514e-05,0.0,8.350000000012514e-05,,10,0.0013486670000002476,200,100,0,0,100,3,0.59,0.59,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000007_bw010,4,1,0.5,0.1,7,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C02 X->C03 X->Y C00-X,8.470800000015544e-05,0.0,8.470800000015544e-05,,11,0.0013369999999999216,200,147,0,0,53,4,0.0,0.0,2,0.0,2,147,147,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000008_bw010,4,1,0.5,0.1,8,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->Y C00-X,8.191700000015345e-05,0.0,8.191700000015345e-05,,10,0.0012783330000001314,200,100,0,0,100,3,0.5600000000000002,0.56,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000009_bw010,4,1,0.5,0.1,9,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->Y C00-X C02-X,0.0001190829999999643,0.0,0.0001190829999999643,,32,0.005390333000000247,200,200,0,0,0,5,0.35,0.5,2,0.2,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000010_bw010,4,1,0.5,0.1,10,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->Y C00-X C02-X,0.00011929199999993756,0.0,0.00011929199999993756,,32,0.00526250000000017,200,200,0,0,0,5,0.35,0.5,2,0.2,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000011_bw010,4,1,0.5,0.1,11,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X,8.091599999993093e-05,0.0,8.091599999993093e-05,,11,0.0012857920000000078,200,100,0,0,100,3,0.5199999999999999,0.52,2,0.5199999999999999,1,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000012_bw010,4,1,0.5,0.1,12,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->Y C00-X C03-X,0.00011574999999997004,0.0,0.00011574999999997004,,32,0.005433749999999904,200,200,0,0,0,5,0.364,0.52,2,0.7,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000013_bw010,4,1,0.5,0.1,13,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,8.787500000018156e-05,0.0,8.787500000018156e-05,,10,0.0014443749999997202,200,147,0,0,53,6,0.0,0.0,2,0.0,2,147,147,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000014_bw010,4,1,0.5,0.1,14,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->Y C00-X,0.00010879199999980216,0.0,0.00010879199999980216,,10,0.0013035420000000464,200,100,0,0,100,3,0.54,0.54,2,0.2,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000000_bw025,4,1,0.5,0.25,0,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X C02-X C03-X,0.00015212500000005846,0.0,0.00015212500000005846,,50,0.013483208999999885,200,200,0,0,0,6,0.35,0.5,2,0.3,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000001_bw025,4,1,0.5,0.25,1,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X C03-X,9.633300000011502e-05,0.0,9.633300000011502e-05,,32,0.005189082999999872,200,100,0,0,100,3,0.43000000000000005,0.43,2,0.2,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000002_bw025,4,1,0.5,0.25,2,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X C02-X,0.00011075000000015933,0.0,0.00011075000000015933,,32,0.005296332999999986,200,200,0,0,0,5,0.33599999999999997,0.48,2,0.43200000000000005,2,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000003_bw025,4,1,0.5,0.25,3,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X C02-X,0.00011545800000023476,0.0,0.00011545800000023476,,32,0.005212124999999901,200,200,0,0,0,5,0.364,0.52,2,0.46799999999999997,2,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000004_bw025,4,1,0.5,0.25,4,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,8.254199999990774e-05,0.0,8.254199999990774e-05,,10,0.001325957999999794,200,143,0,0,57,6,0.0,0.0,2,0.0,2,143,143,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000005_bw025,4,1,0.5,0.25,5,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,8.345800000020276e-05,0.0,8.345800000020276e-05,,10,0.0013149580000000327,200,159,0,0,41,6,0.0,0.0,2,0.0,2,159,159,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000006_bw025,4,1,0.5,0.25,6,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->C03 X->Y C00-X,7.841600000002558e-05,0.0,7.841600000002558e-05,,10,0.0013334999999998765,200,100,0,0,100,3,0.54,0.54,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000007_bw025,4,1,0.5,0.25,7,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C02 X->C03 X->Y C00-X,8.083400000025165e-05,0.0,8.083400000025165e-05,,11,0.00130766700000029,200,145,0,0,55,4,0.0,0.0,2,0.0,2,145,145,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000008_bw025,4,1,0.5,0.25,8,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->Y C00-X,7.804200000016692e-05,0.0,7.804200000016692e-05,,10,0.0012775410000003262,200,100,0,0,100,3,0.44000000000000006,0.44,2,0.8,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000009_bw025,4,1,0.5,0.25,9,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->Y C00-X C02-X,0.00013112499999978766,0.0,0.00013112499999978766,,32,0.00531637500000004,200,200,0,0,0,5,0.392,0.56,2,0.2,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000010_bw025,4,1,0.5,0.25,10,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->Y C00-X C02-X,0.0001115419999999645,0.0,0.0001115419999999645,,32,0.005214875000000063,200,200,0,0,0,5,0.322,0.46,2,0.2,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000011_bw025,4,1,0.5,0.25,11,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->Y C00-C03 C00-X,7.162499999990857e-05,0.0,7.162499999990857e-05,,11,0.0013541659999996014,200,100,0,0,100,3,0.39999999999999997,0.4,2,0.39999999999999997,1,100,100,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000012_bw025,4,1,0.5,0.25,12,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->Y C00-X C03-X,0.00011612499999991144,0.0,0.00011612499999991144,,32,0.005235665999999917,200,200,0,0,0,5,0.38499999999999995,0.55,2,0.7,3,200,200,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000013_bw025,4,1,0.5,0.25,13,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,9.654200000008828e-05,0.0,9.654200000008828e-05,,10,0.001307750000000052,200,153,0,0,47,6,0.0,0.0,2,0.0,2,153,153,0,0,1.0,0.0,0.0
c04_s01_cov050_seed00000014_bw025,4,1,0.5,0.25,14,X,Y,2,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->Y C00-X,7.795799999987807e-05,0.0,7.795799999987807e-05,,10,0.0012867500000002252,200,100,0,0,100,3,0.5,0.5,2,0.2,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000000_bw000,4,1,1.0,0.0,0,X,Y,5,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C02 X->C03 X->Y C00-X,0.00020537500000017417,0.0,0.00020537500000017417,,50,0.013722457999999715,500,122,0,0,378,6,0.30274193548387096,1.1508064516129033,5,0.49040322580645157,3,122,122,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000001_bw000,4,1,1.0,0.0,1,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C03 X->Y C00-X,0.00014300000000000423,0.0,0.00014300000000000423,,32,0.005321499999999979,400,142,0,0,258,6,0.36082191780821915,1.202739726027397,4,0.48136986301369855,3,142,142,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000002_bw000,4,1,1.0,0.0,2,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C02 X->Y C00-X,0.00014112499999985317,0.0,0.00014112499999985317,,32,0.005289208000000212,400,146,0,0,254,6,0.40864864864864864,1.362162162162162,4,0.5410810810810811,3,146,146,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000003_bw000,4,1,1.0,0.0,3,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C02 X->Y C00-X,0.00011441700000025534,0.0,0.00011441700000025534,,32,0.005379374999999964,400,154,0,0,246,6,0.3892448512585812,1.2974828375286043,4,0.5313501144164761,3,154,154,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000004_bw000,4,1,1.0,0.0,4,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,8.699999999972619e-05,0.0,8.699999999972619e-05,,10,0.0013535419999999299,300,169,0,0,131,6,0.0,0.0,3,0.0,3,169,169,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000005_bw000,4,1,1.0,0.0,5,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,8.729200000034965e-05,0.0,8.729200000034965e-05,,10,0.0013457499999995903,300,171,0,0,129,6,0.0,0.0,3,0.0,3,171,171,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000006_bw000,4,1,1.0,0.0,6,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->C03 X->Y C00-X,7.641600000019011e-05,0.0,7.641600000019011e-05,,10,0.001300082999999841,300,81,0,0,219,4,0.288135593220339,0.576271186440678,3,0.40338983050847466,2,81,81,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000007_bw000,4,1,1.0,0.0,7,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C02 X->C03 X->Y C00-X,8.254199999990774e-05,0.0,8.254199999990774e-05,,11,0.0013608330000001168,300,98,0,0,202,4,0.0,0.0,3,0.0,2,98,98,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000008_bw000,4,1,1.0,0.0,8,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->Y C00-X,8.67079999999909e-05,0.0,8.67079999999909e-05,,10,0.0013290829999998977,300,113,0,0,187,4,0.26282051282051283,0.5256410256410257,3,0.3679487179487179,2,113,113,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000009_bw000,4,1,1.0,0.0,9,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->C02 X->Y C00-X,0.00015233400000003172,0.0,0.00015233400000003172,,32,0.005585791000000118,400,235,0,0,165,8,0.39511556603773584,1.4770518867924527,4,0.39511556603773584,4,235,235,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000010_bw000,4,1,1.0,0.0,10,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->C02 X->Y C00-X,0.00012991599999967463,0.0,0.00012991599999967463,,32,0.005556207999999785,400,245,0,0,155,8,0.31865689865689867,1.2251526251526252,4,0.31865689865689867,4,245,245,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000011_bw000,4,1,1.0,0.0,11,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->Y C00-X,8.850000000037994e-05,0.0,8.850000000037994e-05,,11,0.0014585419999999516,300,100,0,0,200,2,0.62,0.62,3,0.62,1,100,100,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000012_bw000,4,1,1.0,0.0,12,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->C03 X->Y C00-X,0.00014699999999967517,0.0,0.00014699999999967517,,32,0.005640542000000082,400,153,0,0,247,6,0.2497737556561086,0.8325791855203619,4,0.35746606334841624,3,153,153,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000013_bw000,4,1,1.0,0.0,13,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,9.066599999973946e-05,0.0,9.066599999973946e-05,,10,0.0014080000000000759,300,167,0,0,133,6,0.0,0.0,3,0.0,3,167,167,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000014_bw000,4,1,1.0,0.0,14,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->Y C00-X,7.812500000037303e-05,0.0,7.812500000037303e-05,,10,0.0013460000000002914,300,102,0,0,198,4,0.7878787878787878,1.5757575757575757,3,0.703030303030303,2,102,102,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000000_bw010,4,1,1.0,0.1,0,X,Y,5,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C02 X->C03 X->Y C00-X,0.00016550000000004061,0.0,0.00016550000000004061,,50,0.013901165999999687,500,127,0,0,373,6,0.29839572192513375,1.1537433155080214,5,0.4814171122994654,3,127,127,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000001_bw010,4,1,1.0,0.1,1,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C03 X->Y C00-X,0.00012495899999986904,0.0,0.00012495899999986904,,32,0.00574991700000016,400,149,0,0,251,6,0.42914764079147644,1.430492135971588,4,0.5633942161339422,3,149,149,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000002_bw010,4,1,1.0,0.1,2,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C02 X->Y C00-X,0.0001244579999997164,0.0,0.0001244579999997164,,32,0.005630082999999786,400,155,0,0,245,6,0.38642533936651585,1.2880844645550529,4,0.5146304675716441,3,155,155,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000003_bw010,4,1,1.0,0.1,3,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C02 X->Y C00-X,0.00011699999999992272,0.0,0.00011699999999992272,,32,0.005180500000000254,400,139,0,0,261,6,0.3806737588652481,1.2689125295508275,4,0.5195626477541371,3,139,139,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000004_bw010,4,1,1.0,0.1,4,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,9.224999999979389e-05,0.0,9.224999999979389e-05,,10,0.0013267500000000432,300,173,0,0,127,6,0.0,0.0,3,0.0,3,173,173,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000005_bw010,4,1,1.0,0.1,5,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 W->Y X->C02 X->Y C00-X,9.104199999976359e-05,0.0,9.104199999976359e-05,,10,0.0012944580000002759,300,166,0,0,134,6,0.0,0.0,3,0.0,3,166,166,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000006_bw010,4,1,1.0,0.1,6,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y W->Y X->C03 X->Y C00-X,8.116699999982657e-05,0.0,8.116699999982657e-05,,10,0.001322916999999979,300,100,0,0,200,4,0.23484848484848486,0.4696969696969697,3,0.3287878787878788,2,100,100,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000007_bw010,4,1,1.0,0.1,7,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C02 X->C03 X->Y C00-X,8.866699999998673e-05,0.0,8.866699999998673e-05,,11,0.0013268750000001717,300,89,0,0,211,4,0.0,0.0,3,0.0,2,89,89,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000008_bw010,4,1,1.0,0.1,8,X,Y,3,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->Y C00-X,7.941600000016535e-05,0.0,7.941600000016535e-05,,10,0.0013275410000002097,300,107,0,0,193,4,0.18309859154929578,0.36619718309859156,3,0.2563380281690141,2,107,107,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000009_bw010,4,1,1.0,0.1,9,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->C02 X->Y C00-X,0.00012329099999996984,0.0,0.00012329099999996984,,32,0.005302249999999731,400,226,0,0,174,8,0.5111153628117913,1.911125283446712,4,0.5111153628117913,4,226,226,0,0,1.0,0.0,0.0
c04_s01_cov100_seed00000010_bw010,4,1,1.0,0.1,10,X,Y,4,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 W->Y X->C02 X->Y C00-X,0.00012366699999999398,0.0,0.00012366699999999398,,32,0.005372374999999874,400,229,0,0,171,8,0.3800951078105661,1.4107745423750895,4,0.3800951078105661,4,229,229,0,0,1.0,0.0,0.0
