instance_id,base_instance_id,arm,gate,component_size,separation,separation_status,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,k_g0,undirected_fraction,z_size,z_star,phi_1,phi_1_n_broken,phi_1_n_inconsistent,r_claim,r_claim_censored,r_claim_cap,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory,anchor,n_admissible_queries
u2_c06_seed00000061_xC04_tiered_nt2,u2_c06_seed00000061_xC04,tiered_unconfounded,fast_gate,6,2,measured,,,2,61,C04,Y,2,2,3,3,0.625,2,"C00,W",0.5,1,0,1,0,2,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C03 C03->C05 C04->Y W->Y C00-C01 C00-C02 C02-C04,0.0001629170001251623,0.0,0.000272917008260265,,1,3,2,0,0.8566910769201224,2.5967106716096757,6,3,C00,5
u2_c06_seed00000064_xC05_tiered_nt2,u2_c06_seed00000064_xC05,tiered_unconfounded,fast_gate,6,2,measured,,,2,64,C05,Y,3,4,3,3,0.7,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C02 C01->C03 C05->Y W->Y C00-C01 C00-C04 C01-C05 C02-C03 C02-C05,0.0002840410015778616,0.0,0.00043379100679885596,,1,3,2,0,0.7874156673489036,3.293243802944517,7,3,C00,5
u2_c06_seed00000066_xC03_tiered_nt2,u2_c06_seed00000066_xC03,tiered_unconfounded,fast_gate,6,2,measured,,,2,66,C03,Y,3,2,4,4,0.6666666666666666,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C02->C03 C02->C04 C03->C05 C03->Y W->Y C00-C01 C01-C02 C01-C03,0.00028812499658670276,0.0,0.0003640409850049764,,1,4,4,0,0.41072137424966637,1.782425290530512,6,1,C00,4
u2_c06_seed00000067_xC05_tiered_nt2,u2_c06_seed00000067_xC05,tiered_unconfounded,fast_gate,6,2,measured,,,2,67,C05,Y,3,3,3,3,0.6666666666666666,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C03 C02->C04 C05->Y W->Y C00-C01 C00-C02 C01-C02 C01-C05,0.00019299999985378236,0.0,0.0003140829940093681,,1,3,3,0,0.7739646506305731,2.3152870707219275,5,2,C00,5
u2_c08_seed00000000_xC04_tiered_nt4,u2_c08_seed00000000_xC04,tiered_unconfounded,fast_gate,8,1,measured,,,4,0,C04,Y,7,1,8,8,0.75,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C03 C00->Y C01->C02 C01->C03 C03->C05 C04->C07 C04->Y C05->C06 W->Y C00-C01 C00-C04,0.0016390829987358302,0.0,0.001834082999266684,,1,8,4,0,0.8312148940384233,3.4857509754043625,9,5,C00,4
u2_c08_seed00000002_xC05_tiered_nt3,u2_c08_seed00000002_xC05,tiered_unconfounded,fast_gate,8,1,measured,,,3,2,C05,Y,8,2,8,8,0.7692307692307693,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C06 C00->C07 C00->Y C01->C02 C01->C04 C01->C07 C05->C06 C05->Y W->Y C00-C01 C00-C03 C00-C05,0.00046633300371468067,0.0,0.0007022080098977312,,1,8,7,0,0.9168596454618859,4.541716176029418,10,5,C00,7
u2_c08_seed00000002_xC05_tiered_nt4,u2_c08_seed00000002_xC05,tiered_unconfounded,fast_gate,8,1,measured,,,4,2,C05,Y,9,1,9,9,0.7692307692307693,2,"C00,W",0.1111111111111111,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C03 C00->C06 C00->C07 C00->Y C01->C02 C01->C04 C01->C07 C05->C06 C05->Y W->Y C00-C01 C00-C05,0.00039945899334270507,0.0,0.0006144179933471605,,1,9,7,0,0.9764387249983276,4.674098253393796,10,5,C00,7
u2_c08_seed00000003_xC04_tiered_nt2,u2_c08_seed00000003_xC04,tiered_unconfounded,fast_gate,8,1,measured,,,2,3,C04,Y,6,4,7,7,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C06 C00->Y C02->C05 C03->C04 C03->C06 C03->C07 C04->C07 C04->Y W->Y C00-C01 C00-C02 C00-C03 C00-C04 C01-C02,0.0006536660075653344,0.0,0.000951624009758234,,1,7,6,0,0.4884895232238639,3.526136827140778,8,2,C00,5
u2_c08_seed00000003_xC04_tiered_nt3,u2_c08_seed00000003_xC04,tiered_unconfounded,fast_gate,8,1,measured,,,3,3,C04,Y,9,2,9,9,0.7857142857142857,2,"C00,W",0.1111111111111111,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C06 C00->Y C01->C02 C02->C05 C03->C04 C03->C06 C03->C07 C04->C07 C04->Y W->Y C00-C01 C00-C03 C00-C04,0.0005741250060964376,0.0,0.0007972920138854533,,1,9,6,0,0.6166121294575009,3.8137706579442554,9,4,C00,5
u2_c08_seed00000003_xC04_tiered_nt4,u2_c08_seed00000003_xC04,tiered_unconfounded,fast_gate,8,1,measured,,,4,3,C04,Y,10,1,10,10,0.7857142857142857,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C03 C00->C06 C00->Y C01->C02 C02->C05 C03->C06 C03->C07 C04->C07 C04->Y W->Y C00-C01 C00-C04 C03-C04,0.0012512910034274682,0.0,0.00148337401333265,,3,28,13,0,0.5839887050724095,4.328107602102541,11,5,C00,5
u2_c08_seed00000004_xC07_tiered_nt2,u2_c08_seed00000004_xC07,tiered_unconfounded,fast_gate,8,5,measured,,,2,4,C07,Y,1,4,4,4,0.7272727272727273,2,"C00,W",1.0,1,0,1,0,1,True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C03->C06 C07->Y W->Y C00-C01 C00-C05 C01-C02 C02-C03 C03-C04 C04-C06 C04-C07,0.0007663750002393499,0.0,0.0009560409962432459,,4,11,6,0,0.9804107165125109,4.8352063908507015,8,3,C00,7
u2_c08_seed00000004_xC07_tiered_nt3,u2_c08_seed00000004_xC07,tiered_unconfounded,fast_gate,8,5,measured,,,3,4,C07,Y,4,2,6,6,0.7272727272727273,2,"C00,W",0.0,0,0,2,0,3,True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)","(('C00', 'Y'), ('C03', 'C06'), ('C04', 'C06'), ('C07', 'Y'), ('W', 'Y'))",0.0012804160069208592,0.03235199999471661,0.03379741599201225,,7,27,7,0,0.9969265568284819,4.986053716151576,8,3,C00,7
u2_c08_seed00000004_xC07_tiered_nt4,u2_c08_seed00000004_xC07,tiered_unconfounded,fast_gate,8,5,measured,,,4,4,C07,Y,4,2,6,6,0.7272727272727273,2,"C00,W",0.0,0,0,3,0,3,True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)","(('C00', 'C05'), ('C00', 'Y'), ('C03', 'C06'), ('C07', 'Y'), ('W', 'Y'))",0.0010847079975064844,0.023633832999621518,0.02488104099757038,,8,27,8,0,0.9994845360824742,4.997422680412371,8,3,C00,7
u2_c08_seed00000005_xC02_tiered_nt3,u2_c08_seed00000005_xC02,tiered_unconfounded,fast_gate,8,2,measured,,,3,5,C02,Y,6,2,7,7,0.75,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C04 C01->C05 C01->C06 C02->C03 C02->C04 C02->C06 C02->Y W->Y C00-C01 C00-C07 C01-C02,0.0004161670076427981,0.0,0.0005770010029664263,,1,7,5,0,0.8744694264524462,4.213822214992691,9,4,C00,7
u2_c08_seed00000005_xC02_tiered_nt4,u2_c08_seed00000005_xC02,tiered_unconfounded,fast_gate,8,2,measured,,,4,5,C02,Y,8,1,8,8,0.75,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C07 C00->Y C01->C04 C01->C05 C01->C06 C02->C03 C02->C04 C02->C06 C02->Y W->Y C00-C01 C01-C02,0.00037479199818335474,0.0,0.0005191249947529286,,1,8,5,0,0.26408360128617364,2.689752227951357,9,4,C00,7
u2_c08_seed00000006_xC04_tiered_nt2,u2_c08_seed00000006_xC04,tiered_unconfounded,fast_gate,8,2,measured,,,2,6,C04,Y,3,3,4,4,0.7,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C05 C02->C06 C04->C07 C04->Y W->Y C00-C01 C00-C02 C01-C03 C02-C04,0.0002733750006882474,0.0,0.0004369169910205528,,1,4,3,0,0.5848016215108137,2.0374332911936506,8,5,C00,7
u2_c08_seed00000006_xC04_tiered_nt3,u2_c08_seed00000006_xC04,tiered_unconfounded,fast_gate,8,2,measured,,,3,6,C04,Y,5,2,5,5,0.7,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C03 C01->C05 C02->C06 C04->C07 C04->Y W->Y C00-C01 C00-C02 C02-C04,0.0002476660010870546,0.0,0.000390208006137982,,1,5,3,0,0.9695851255236008,2.7900413960810773,8,5,C00,7
u2_c08_seed00000006_xC04_tiered_nt4,u2_c08_seed00000006_xC04,tiered_unconfounded,fast_gate,8,2,measured,,,4,6,C04,Y,6,1,6,6,0.7,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C03 C01->C05 C02->C06 C04->C07 C04->Y W->Y C00-C01 C00-C02 C02-C04,0.000996709000901319,0.0,0.0011308760003885254,,4,21,9,0,0.9967581047381546,2.9739603181501115,7,4,C00,7
u2_c08_seed00000008_xC04_tiered_nt2,u2_c08_seed00000008_xC04,tiered_unconfounded,fast_gate,8,3,measured,,,2,8,C04,Y,4,4,4,4,0.7272727272727273,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C03->C05 C03->C06 C03->C07 C04->Y W->Y C00-C01 C00-C03 C01-C02 C02-C04 C05-C07,0.0003505420027067885,0.0,0.0005561670113820583,,1,4,5,0,0.9452574449879878,2.6568703926006414,7,4,C00,7
u2_c08_seed00000008_xC04_tiered_nt3,u2_c08_seed00000008_xC04,tiered_unconfounded,fast_gate,8,3,measured,,,3,8,C04,Y,6,2,6,6,0.7272727272727273,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C03->C05 C03->C06 C03->C07 C04->Y C05->C07 W->Y C00-C01 C00-C03 C01-C02 C02-C04,0.0012987919908482581,0.0,0.001477833982789889,,5,26,14,0,0.9963369963369964,3.967796092796093,9,5,C00,7
u2_c08_seed00000008_xC04_tiered_nt4,u2_c08_seed00000008_xC04,tiered_unconfounded,fast_gate,8,3,measured,,,4,8,C04,Y,7,1,7,7,0.7272727272727273,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->Y C03->C05 C03->C06 C03->C07 C04->Y C05->C07 W->Y C00-C01 C01-C02 C02-C04,0.000719749994459562,0.0,0.0009522499894956127,,3,19,7,0,0.9973360655737705,2.979085391159992,8,5,C00,7
u2_c08_seed00000010_xC05_tiered_nt2,u2_c08_seed00000010_xC05,tiered_unconfounded,fast_gate,8,1,measured,,,2,10,C05,Y,4,4,5,5,0.75,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C05 C02->C03 C02->C04 C04->C06 C05->Y W->Y C00-C01 C00-C02 C00-C05 C00-C07 C01-C02,0.0005674160056514665,0.0,0.0008137489930959418,,1,5,5,0,0.8026734950379677,4.01761179001131,8,3,C00,3
u2_c08_seed00000010_xC05_tiered_nt3,u2_c08_seed00000010_xC05,tiered_unconfounded,fast_gate,8,1,measured,,,3,10,C05,Y,5,2,7,7,0.75,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C01->C02 C01->C05 C02->C03 C02->C04 C04->C06 C05->Y W->Y C00-C01 C00-C05 C00-C07,0.0004099159996258095,0.0,0.0006004579918226227,,1,7,4,0,0.8742396051838085,5.340935368895822,9,3,C00,3
u2_c08_seed00000010_xC05_tiered_nt4,u2_c08_seed00000010_xC05,tiered_unconfounded,fast_gate,8,1,measured,,,4,10,C05,Y,8,1,8,8,0.75,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C07 C00->Y C01->C02 C01->C05 C02->C03 C02->C04 C04->C06 C05->Y W->Y C00-C01 C00-C05,0.000364125007763505,0.0,0.0005551660142373294,,1,8,5,0,0.9420973629943161,3.729277144059215,8,4,C00,3
u2_c08_seed00000011_xC07_tiered_nt2,u2_c08_seed00000011_xC07,tiered_unconfounded,fast_gate,8,1,measured,,,2,11,C07,Y,6,3,6,6,0.75,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C04 C00->C05 C00->C06 C00->Y C02->C04 C03->C06 C07->Y W->Y C00-C01 C00-C02 C00-C03 C00-C07,0.0003806669992627576,0.0,0.0006299579981714487,,1,6,4,0,0.8352756026066823,4.854503543143674,8,2,C00,7
u2_c08_seed00000011_xC07_tiered_nt3,u2_c08_seed00000011_xC07,tiered_unconfounded,fast_gate,8,1,measured,,,3,11,C07,Y,7,2,7,7,0.75,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->C04 C00->C05 C00->C06 C00->Y C02->C04 C03->C06 C07->Y W->Y C00-C01 C00-C02 C00-C07,0.00039716699393466115,0.0,0.000599791994318366,,1,7,4,0,0.9077218386901611,4.434637819145615,10,5,C00,7
u2_c08_seed00000011_xC07_tiered_nt4,u2_c08_seed00000011_xC07,tiered_unconfounded,fast_gate,8,1,measured,,,4,11,C07,Y,8,1,8,8,0.75,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C03 C00->C04 C00->C05 C00->C06 C00->Y C02->C04 C03->C06 C07->Y W->Y C00-C01 C00-C07,0.00040800000715535134,0.0,0.0006153750146040693,,1,8,4,0,0.9617729354346551,4.668624604416521,10,5,C00,7
u2_c08_seed00000012_xC04_tiered_nt4,u2_c08_seed00000012_xC04,tiered_unconfounded,fast_gate,8,1,measured,,,4,12,C04,Y,9,1,9,9,0.7692307692307693,2,"C00,W",0.1111111111111111,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->C05 C00->C06 C00->Y C01->C02 C01->C03 C04->C05 C04->C06 C04->Y C06->C07 W->Y C00-C01 C00-C04,0.00041479199717286974,0.0,0.0005969589983578771,,1,9,6,0,0.3501904080171797,3.56603626244932,9,4,C00,5
u2_c08_seed00000013_xC07_tiered_nt2,u2_c08_seed00000013_xC07,tiered_unconfounded,fast_gate,8,3,measured,,,2,13,C07,Y,3,4,5,5,0.75,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C02->C03 C02->C04 C03->C06 C04->C06 C07->Y W->Y C00-C01 C01-C02 C01-C05 C03-C04 C05-C07,0.000362291990313679,0.0,0.000623250991338864,,1,5,2,0,0.8009717110725625,4.27221763236564,8,3,C00,7
u2_c08_seed00000013_xC07_tiered_nt3,u2_c08_seed00000013_xC07,tiered_unconfounded,fast_gate,8,3,measured,,,3,13,C07,Y,5,2,7,7,0.75,2,"C00,W",0.2,1,0,1,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C02->C03 C02->C04 C03->C04 C03->C06 C04->C06 C07->Y W->Y C00-C01 C01-C02 C01-C05 C05-C07,0.0021028330083936453,0.0,0.0023300830071093515,,4,25,10,0,0.9772765809980882,5.878951502551417,8,2,C00,7
u2_c08_seed00000013_xC07_tiered_nt4,u2_c08_seed00000013_xC07,tiered_unconfounded,fast_gate,8,3,measured,,,4,13,C07,Y,7,2,7,7,0.75,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C02 C02->C03 C02->C04 C03->C06 C04->C06 C07->Y W->Y C00-C01 C01-C05 C03-C04 C05-C07,0.0005470420001074672,0.0,0.0007390840037260205,,2,13,4,0,0.9631449456407376,4.794243679208407,8,3,C00,7
u2_c08_seed00000014_xC06_tiered_nt3,u2_c08_seed00000014_xC06,tiered_unconfounded,fast_gate,8,1,measured,,,3,14,C06,Y,4,2,5,5,0.7,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C04 C02->C03 C04->C05 C05->C07 C06->Y W->Y C00-C01 C00-C02 C00-C06,0.0002872500044759363,0.0,0.00046158301120158285,,1,5,4,0,0.8569512934323251,3.4906155808597807,7,3,C00,7
u2_c08_seed00000014_xC06_tiered_nt4,u2_c08_seed00000014_xC06,tiered_unconfounded,fast_gate,8,1,measured,,,4,14,C06,Y,5,1,6,6,0.7,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C01->C04 C02->C03 C04->C05 C05->C07 C06->Y W->Y C00-C01 C00-C06,0.0002170830121031031,0.0,0.0003522080078255385,,1,6,3,0,0.8756692932714731,2.7093312853530835,7,4,C00,7
u2_c08_seed00000015_xC04_tiered_nt4,u2_c08_seed00000015_xC04,tiered_unconfounded,fast_gate,8,1,measured,,,4,15,C04,Y,7,1,7,7,0.7272727272727273,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C05 C00->Y C01->C02 C02->C03 C04->C05 C04->C06 C04->C07 C04->Y W->Y C00-C01 C00-C04,0.00029104200075380504,0.0,0.00043933400593232363,,1,7,4,0,0.26337897423996287,2.622848763519048,8,3,C00,7
u2_c08_seed00000018_xC02_tiered_nt3,u2_c08_seed00000018_xC02,tiered_unconfounded,fast_gate,8,2,measured,,,3,18,C02,Y,6,2,7,7,0.75,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->Y C01->C03 C02->Y C03->C05 C03->C06 C03->C07 C05->C07 W->Y C00-C01 C00-C04 C01-C02,0.0003814170049736276,0.0,0.0006314170022960752,,1,7,4,0,0.912538575900909,5.487510142271732,9,3,C00,3
u2_c08_seed00000018_xC02_tiered_nt4,u2_c08_seed00000018_xC02,tiered_unconfounded,fast_gate,8,2,measured,,,4,18,C02,Y,6,1,8,8,0.75,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->C04 C00->Y C01->C03 C02->Y C03->C05 C03->C06 C03->C07 C05->C07 W->Y C00-C01 C01-C02,0.00040241699025500566,0.0,0.0008038749947445467,,1,8,4,0,0.9313141671114273,5.578906697588463,9,3,C00,3
u2_c08_seed00000019_xC03_tiered_nt2,u2_c08_seed00000019_xC03,tiered_unconfounded,fast_gate,8,2,measured,,,2,19,C03,Y,4,4,4,4,0.7272727272727273,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C02 C03->Y C04->C06 C05->C07 W->Y C00-C01 C00-C04 C00-C05 C01-C03 C02-C03,0.00043575000017881393,0.0,0.0006226250116014853,,1,4,4,0,0.705098439740971,2.997501768082845,7,3,C00,7
u2_c08_seed00000019_xC03_tiered_nt3,u2_c08_seed00000019_xC03,tiered_unconfounded,fast_gate,8,2,measured,,,3,19,C03,Y,6,2,6,6,0.7272727272727273,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C05 C00->Y C01->C02 C03->Y C04->C06 C05->C07 W->Y C00-C01 C00-C04 C01-C03 C02-C03,0.0009173330035991967,0.0,0.001066125012584962,,3,16,9,0,0.6845391609105982,3.0735704401215043,8,4,C00,7
u2_c08_seed00000019_xC03_tiered_nt4,u2_c08_seed00000019_xC03,tiered_unconfounded,fast_gate,8,2,measured,,,4,19,C03,Y,7,1,7,7,0.7272727272727273,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C04 C00->C05 C00->Y C01->C02 C03->Y C04->C06 C05->C07 W->Y C00-C01 C01-C03 C02-C03,0.0004957499913871288,0.0,0.0006437499832827598,,2,13,6,0,0.8023529411764706,2.598554608229029,7,4,C00,7
u2_c08_seed00000020_xC07_tiered_nt2,u2_c08_seed00000020_xC07,tiered_unconfounded,fast_gate,8,1,measured,,,2,20,C07,Y,5,4,5,5,0.75,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->Y C01->C02 C01->C03 C01->C05 C07->Y W->Y C00-C01 C00-C04 C00-C06 C00-C07 C02-C05,0.00043158300104551017,0.0,0.0008385410037590191,,1,5,5,0,0.7633901763969859,3.817282555078934,8,3,C00,7
u2_c08_seed00000020_xC07_tiered_nt3,u2_c08_seed00000020_xC07,tiered_unconfounded,fast_gate,8,1,measured,,,3,20,C07,Y,7,2,7,7,0.75,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->C06 C00->Y C01->C02 C01->C03 C01->C05 C02->C05 C07->Y W->Y C00-C01 C00-C04 C00-C07,0.00038249998760875314,0.0,0.0006161669880384579,,1,7,5,0,0.9452436399799818,4.562075008459956,9,4,C00,7
u2_c08_seed00000020_xC07_tiered_nt4,u2_c08_seed00000020_xC07,tiered_unconfounded,fast_gate,8,1,measured,,,4,20,C07,Y,8,1,8,8,0.75,2,"C00,W",0.125,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->C04 C00->C06 C00->Y C01->C02 C01->C03 C01->C05 C02->C05 C07->Y W->Y C00-C01 C00-C07,0.0002943330036941916,0.0,0.00048004100972320884,,1,8,5,0,0.9431022129750131,3.7327086031930046,9,5,C00,7
u2_c08_seed00000021_xC07_tiered_nt2,u2_c08_seed00000021_xC07,tiered_unconfounded,fast_gate,8,3,measured,,,2,21,C07,Y,4,3,5,5,0.7272727272727273,2,"C00,W",0.25,1,0,1,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C06 C00->Y C01->C06 C02->C03 C07->Y W->Y C00-C01 C00-C02 C00-C05 C01-C04 C04-C07,0.0010765839979285374,0.0,0.0012904589966638014,,4,17,11,0,0.970163883970564,4.823118010598991,7,2,C00,7
u2_c08_seed00000021_xC07_tiered_nt3,u2_c08_seed00000021_xC07,tiered_unconfounded,fast_gate,8,3,measured,,,3,21,C07,Y,6,2,6,6,0.7272727272727273,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C05 C00->C06 C00->Y C01->C06 C02->C03 C07->Y W->Y C00-C01 C00-C02 C01-C04 C04-C07,0.000945958003285341,0.0,0.0011155410029459745,,4,21,14,0,0.9979082864038616,3.9722302809401713,7,3,C00,7
u2_c08_seed00000021_xC07_tiered_nt4,u2_c08_seed00000021_xC07,tiered_unconfounded,fast_gate,8,3,measured,,,4,21,C07,Y,7,1,7,7,0.7272727272727273,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C05 C00->C06 C00->Y C01->C06 C02->C03 C07->Y W->Y C00-C01 C01-C04 C04-C07,0.0006982500053709373,0.0,0.0008689580135978758,,3,19,11,0,0.9982642237222757,3.9812924653162503,8,4,C00,7
