network,x,y,condition,frame_row_id,shard_id,z_star,stored_radius,gac_radius,gac_exact,equal,z_gac_valid_at_g0,backdoor_recheck,sanity_status
barley,rokap,aks_m2,D_LLM_72B,d34a0d5ed571967a,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv""]",1,1,True,True,True,,
barley,rokap,aks_vgt,D_LLM_72B,5424b7c614ff043c,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv""]",1,1,True,True,True,,
barley,rokap,keraks,D_LLM_72B,c351b07eec0bcb87,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv""]",1,1,True,True,True,,
barley,rokap,ksort,D_LLM_72B,4f0548cc1238f781,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,rokap,protein,D_LLM_72B,b5e4f281fef2efff,llm__D_LLM_72B__barley,"[""antplnt"", ""nprot"", ""ntilg"", ""saatid"", ""sorttkv"", ""srtprot"", ""srtsize""]",1,1,True,True,True,,
barley,rokap,s2225,D_LLM_72B,0d8b334d8c2fef5a,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,rokap,s2528,D_LLM_72B,acf21ca12aa3ba21,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,rokap,slt22,D_LLM_72B,211ff0e53b8126ab,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,rokap,spndx,D_LLM_72B,382f6e90c525e06f,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,rokap,tkv,D_LLM_72B,ffafbd419bad8aeb,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv""]",1,1,True,True,True,,
barley,rokap,udb,D_LLM_72B,99ac51d45a8a6ce0,llm__D_LLM_72B__barley,"[""antplnt"", ""ntilg"", ""saatid"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,aks_m2,D_LLM_72B,bd2c969d18acaadf,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,aks_vgt,D_LLM_72B,1edc6d7ac21072c9,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,jordn,D_LLM_72B,f6bc93b58516b679,llm__D_LLM_72B__barley,"[""aar_mod"", ""jordtype"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,keraks,D_LLM_72B,dbe33e372995f5d0,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,ksort,D_LLM_72B,79d3fa19938f1041,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,mod_nmin,D_LLM_72B,ebe79c85e8163d17,llm__D_LLM_72B__barley,"[""aar_mod"", ""jordtype""]",1,1,True,True,True,,
barley,nedbarea,ngodn,D_LLM_72B,2747931161edada2,llm__D_LLM_72B__barley,"[""aar_mod"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,ngodnn,D_LLM_72B,10c8db22cdfba307,llm__D_LLM_72B__barley,"[""aar_mod"", ""jordtype"", ""nopt"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,ngodnt,D_LLM_72B,b88c96f810e6d191,llm__D_LLM_72B__barley,"[""aar_mod"", ""exptgens"", ""forfrugt"", ""jordtype""]",1,1,True,True,True,,
barley,nedbarea,ngtilg,D_LLM_72B,c8c4116f8af44151,llm__D_LLM_72B__barley,"[""aar_mod"", ""dg25"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,nprot,D_LLM_72B,cef811185051f2ab,llm__D_LLM_72B__barley,"[""aar_mod"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,ntilg,D_LLM_72B,10996bd041ade3d6,llm__D_LLM_72B__barley,"[""aar_mod"", ""dg25"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin""]",1,1,True,True,True,,
barley,nedbarea,protein,D_LLM_72B,c4d0d196739d415d,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtprot"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,s2225,D_LLM_72B,122299d7b1233cad,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,s2528,D_LLM_72B,1534341de326d29b,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,slt22,D_LLM_72B,8b2d02d8343dd5fb,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,spndx,D_LLM_72B,aa0dde073f912603,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv"", ""srtsize""]",1,1,True,True,True,,
barley,nedbarea,tkv,D_LLM_72B,922c71038b4b83aa,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,nedbarea,udb,D_LLM_72B,0493f11541458855,llm__D_LLM_72B__barley,"[""aar_mod"", ""antplnt"", ""dg25"", ""dgv1059"", ""dgv5980"", ""exptgens"", ""forfrugt"", ""jordtype"", ""nopt"", ""nplac"", ""potnmin"", ""sorttkv""]",1,1,True,True,True,,
barley,srtprot,protein,D_LLM_72B,3dd223c0c721aebd,llm__D_LLM_72B__barley,"[""dgv1059"", ""ksort"", ""nprot""]",1,1,True,True,True,,
barley,dg25,aks_m2,D_LLM_72B,8ac904ebf0334ba8,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,dg25,aks_vgt,D_LLM_72B,04018adc38ecd817,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,dg25,keraks,D_LLM_72B,8517dd5297bb0c74,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,dg25,ksort,D_LLM_72B,3fc49c00b2cfe4c8,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,protein,D_LLM_72B,5099910ad16f2c6e,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""nprot"", ""sorttkv"", ""srtprot"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,s2225,D_LLM_72B,bc11f65e65562eb5,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,s2528,D_LLM_72B,08f5397cb9415f48,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,slt22,D_LLM_72B,cfa098458361a79f,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,spndx,D_LLM_72B,de73fed186cf1732,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv"", ""srtsize""]",3,3,True,True,True,,
barley,dg25,tkv,D_LLM_72B,2256559469ff84d7,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,dg25,udb,D_LLM_72B,261b487c3f5ccf68,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""jordn"", ""ngodn"", ""nplac"", ""sorttkv""]",3,3,True,True,True,,
barley,sorttkv,ksort,D_LLM_72B,7b90df39974e2901,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""ntilg"", ""srtsize""]",1,1,True,True,True,,
barley,sorttkv,protein,D_LLM_72B,1beeb6ad6d446986,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""nprot"", ""ntilg"", ""srtprot"", ""srtsize""]",1,1,True,True,True,,
barley,sorttkv,s2225,D_LLM_72B,c80a611f1d56dd92,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""ntilg"", ""srtsize""]",1,1,True,True,True,,
barley,sorttkv,s2528,D_LLM_72B,9755e7899aec99a1,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""ntilg"", ""srtsize""]",1,1,True,True,True,,
barley,sorttkv,slt22,D_LLM_72B,37d842b1abe40750,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""ntilg"", ""srtsize""]",1,1,True,True,True,,
barley,sorttkv,spndx,D_LLM_72B,5bc664bc875b60d1,llm__D_LLM_72B__barley,"[""antplnt"", ""dgv1059"", ""dgv5980"", ""ntilg"", ""srtsize""]",1,1,True,True,True,,
barley,srtsize,ksort,D_LLM_72B,8b76caa075962784,llm__D_LLM_72B__barley,"[""aks_vgt"", ""keraks""]",1,1,True,True,True,,
barley,srtsize,protein,D_LLM_72B,e2ba1af75e444eb7,llm__D_LLM_72B__barley,"[""aks_vgt"", ""dgv1059"", ""keraks"", ""nprot"", ""srtprot""]",1,1,True,True,True,,
barley,srtsize,s2225,D_LLM_72B,8f520c339e18ed70,llm__D_LLM_72B__barley,"[""aks_vgt"", ""keraks""]",1,1,True,True,True,,
barley,srtsize,s2528,D_LLM_72B,5bb3b76dc3d3c686,llm__D_LLM_72B__barley,"[""aks_vgt"", ""keraks""]",1,1,True,True,True,,
barley,srtsize,slt22,D_LLM_72B,f3dfb775a9fd1227,llm__D_LLM_72B__barley,"[""aks_vgt"", ""keraks""]",1,1,True,True,True,,
barley,srtsize,spndx,D_LLM_72B,dab9974ff2686649,llm__D_LLM_72B__barley,"[""aks_vgt"", ""dgv5980"", ""keraks"", ""ntilg""]",1,1,True,True,True,,
child,CardiacMixing,HypDistrib,D_LLM_72B,517a03a55cf7db5f,llm__D_LLM_72B__child,"[""DuctFlow""]",1,1,True,True,True,,
child,CardiacMixing,HypoxiaInO2,D_LLM_72B,024c205a7e1027d0,llm__D_LLM_72B__child,"[""LungParench""]",1,1,True,True,True,,
child,CardiacMixing,LowerBodyO2,D_LLM_72B,c48df8e293f27b1e,llm__D_LLM_72B__child,"[""DuctFlow"", ""LungParench""]",1,1,True,True,True,,
child,CardiacMixing,RUQO2,D_LLM_72B,7dc0c450454e4ca3,llm__D_LLM_72B__child,"[""LungParench""]",1,1,True,True,True,,
child,DuctFlow,HypDistrib,D_LLM_72B,fb7d8e07dc6e3d67,llm__D_LLM_72B__child,"[""CardiacMixing""]",1,1,True,True,True,,
child,DuctFlow,LowerBodyO2,D_LLM_72B,012d0b9e76dbd657,llm__D_LLM_72B__child,"[""CardiacMixing"", ""HypoxiaInO2""]",1,1,True,True,True,,
child,LungFlow,ChestXray,D_LLM_72B,ae90813c4d5b1d69,llm__D_LLM_72B__child,"[""LungParench""]",1,1,True,True,True,,
child,LungFlow,XrayReport,D_LLM_72B,2785ca807611902e,llm__D_LLM_72B__child,"[""LungParench""]",1,1,True,True,True,,
child,LungParench,ChestXray,D_LLM_72B,3bbd0a3a5ad47583,llm__D_LLM_72B__child,"[""LungFlow""]",1,1,True,True,True,,
child,LungParench,Grunting,D_LLM_72B,50d0316db995f35d,llm__D_LLM_72B__child,"[""Sick""]",1,1,True,True,True,,
child,LungParench,GruntingReport,D_LLM_72B,d0b9369f5e67475a,llm__D_LLM_72B__child,"[""Sick""]",1,1,True,True,True,,
child,LungParench,HypoxiaInO2,D_LLM_72B,810076ad50fad6e8,llm__D_LLM_72B__child,"[""CardiacMixing""]",1,1,True,True,True,,
child,LungParench,LowerBodyO2,D_LLM_72B,7bfb1750d6c12767,llm__D_LLM_72B__child,"[""CardiacMixing"", ""HypDistrib""]",1,1,True,True,True,,
child,LungParench,RUQO2,D_LLM_72B,b3a2bb4a5b7110a0,llm__D_LLM_72B__child,"[""CardiacMixing""]",1,1,True,True,True,,
child,LungParench,XrayReport,D_LLM_72B,e77addcf01645c87,llm__D_LLM_72B__child,"[""LungFlow""]",1,1,True,True,True,,
child,Sick,Grunting,D_LLM_72B,c874c3a7cfde43a0,llm__D_LLM_72B__child,"[""LungParench""]",1,1,True,True,True,,
child,Sick,GruntingReport,D_LLM_72B,063ae8ad290f9e7e,llm__D_LLM_72B__child,"[""LungParench""]",1,1,True,True,True,,
ecoli70,asnA,aceB,D_LLM_72B,a0e3866ed46bc276,llm__D_LLM_72B__ecoli70,"[""ygcE""]",1,1,True,True,True,,
ecoli70,asnA,icdA,D_LLM_72B,d464092a3a18a78d,llm__D_LLM_72B__ecoli70,"[""ygcE""]",1,1,True,True,True,,
ecoli70,sucA,b1583,D_LLM_72B,2e8c02cf6a594f11,llm__D_LLM_72B__ecoli70,"[""b1191"", ""cspG"", ""fixC""]",2,2,True,True,True,,
ecoli70,sucA,ftsJ,D_LLM_72B,52e7dc566a6a18b9,llm__D_LLM_72B__ecoli70,"[""b1191"", ""cspG"", ""yedE""]",2,2,True,True,True,,
ecoli70,sucA,lacY,D_LLM_72B,98e96c85d6e04c63,llm__D_LLM_72B__ecoli70,"[""b1191"", ""cspG""]",2,2,True,True,True,,
ecoli70,sucA,lacZ,D_LLM_72B,700e69698df51cdf,llm__D_LLM_72B__ecoli70,"[""b1191"", ""cspG""]",2,2,True,True,True,,
ecoli70,sucA,mopB,D_LLM_72B,3e1312f6bf21c58f,llm__D_LLM_72B__ecoli70,"[""b1191"", ""cspG"", ""yedE""]",2,2,True,True,True,,
ecoli70,sucA,nuoM,D_LLM_72B,623db7630920bf51,llm__D_LLM_72B__ecoli70,"[""b1191"", ""cspG""]",2,2,True,True,True,,
ecoli70,sucA,yaeM,D_LLM_72B,92b25cb17a5f7064,llm__D_LLM_72B__ecoli70,"[""b1191"", ""cspG""]",2,2,True,True,True,,
ecoli70,sucA,yfaD,D_LLM_72B,1c0d75ad88aa3d1d,llm__D_LLM_72B__ecoli70,"[""fixC""]",2,2,True,True,True,,
ecoli70,fixC,b1583,D_LLM_72B,9e3d645ecc3083a5,llm__D_LLM_72B__ecoli70,"[""cspG"", ""eutG"", ""sucA""]",1,1,True,True,True,,
ecoli70,fixC,dnaG,D_LLM_72B,63c8084e175726b9,llm__D_LLM_72B__ecoli70,"[""sucA"", ""yedE""]",1,1,True,True,True,,
ecoli70,fixC,tnaA,D_LLM_72B,95f1dd49cd1b26bc,llm__D_LLM_72B__ecoli70,"[""sucA""]",1,1,True,True,True,,
ecoli70,fixC,ycgX,D_LLM_72B,31fb1e38ec12c272,llm__D_LLM_72B__ecoli70,"[""sucA"", ""yedE""]",1,1,True,True,True,,
ecoli70,yedE,ftsJ,D_LLM_72B,f98347f0bd1d1ef3,llm__D_LLM_72B__ecoli70,"[""atpD"", ""lacZ""]",4,4,True,True,True,,
ecoli70,yedE,mopB,D_LLM_72B,629d9ee700d6c24c,llm__D_LLM_72B__ecoli70,"[""atpD"", ""lacZ""]",4,4,True,True,True,,
hepar2,choledocholithotomy,jaundice,D_LLM_72B,8cfe5d34e3ff7801,llm__D_LLM_72B__hepar2,"[""Hyperbilirubinemia"", ""PBC"", ""Steatosis"", ""gallstones"", ""hospital"", ""surgery"", ""vh_amn""]",1,1,True,True,True,,
hepar2,choledocholithotomy,pressure_ruq,D_LLM_72B,466c0e10eae5d0ca,llm__D_LLM_72B__hepar2,"[""PBC"", ""gallstones"", ""hospital"", ""surgery"", ""vh_amn""]",1,1,True,True,True,,
hepar2,RHepatitis,alt,D_LLM_72B,b8c6226b57e0159c,llm__D_LLM_72B__hepar2,"[""ChHepatitis"", ""Cirrhosis"", ""Steatosis"", ""alcoholism""]",1,1,True,True,True,,
hepar2,RHepatitis,fatigue,D_LLM_72B,859f7e20bcdec412,llm__D_LLM_72B__hepar2,"[""ChHepatitis"", ""alcoholism""]",1,1,True,True,True,,
hepar2,RHepatitis,ggtp,D_LLM_72B,9f394cea80c30a26,llm__D_LLM_72B__hepar2,"[""ChHepatitis"", ""Hyperbilirubinemia"", ""PBC"", ""Steatosis"", ""alcoholism""]",1,1,True,True,True,,
hepar2,RHepatitis,hepatalgia,D_LLM_72B,5671c4527f42028c,llm__D_LLM_72B__hepar2,"[""Hyperbilirubinemia"", ""Steatosis"", ""alcoholism""]",1,1,True,True,True,,
hepar2,RHepatitis,phosphatase,D_LLM_72B,d6df2dd465572fd3,llm__D_LLM_72B__hepar2,"[""ChHepatitis"", ""Cirrhosis"", ""alcoholism""]",1,1,True,True,True,,
insurance,AntiTheft,PropCost,D_LLM_72B,854fcf9a4293de96,llm__D_LLM_72B__insurance,"[""CarValue"", ""HomeBase"", ""OtherCarCost"", ""ThisCarDam""]",3,3,True,True,True,,
insurance,AntiTheft,Theft,D_LLM_72B,1c3c1b8a39eef440,llm__D_LLM_72B__insurance,"[""CarValue"", ""HomeBase""]",3,3,True,True,True,,
insurance,AntiTheft,ThisCarCost,D_LLM_72B,5653db2fa16e0758,llm__D_LLM_72B__insurance,"[""CarValue"", ""HomeBase"", ""ThisCarDam""]",3,3,True,True,True,,
insurance,HomeBase,PropCost,D_LLM_72B,110fba998d768a4c,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""CarValue"", ""OtherCarCost"", ""ThisCarDam""]",3,3,True,True,True,,
insurance,HomeBase,Theft,D_LLM_72B,1f592f29cd329888,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""CarValue""]",3,3,True,True,True,,
insurance,HomeBase,ThisCarCost,D_LLM_72B,8bc9de7d1e4159a0,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""CarValue"", ""ThisCarDam""]",3,3,True,True,True,,
insurance,MakeModel,Accident,D_LLM_72B,9a0955c048b7c8ce,llm__D_LLM_72B__insurance,"[""DrivQuality"", ""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,Airbag,D_LLM_72B,46deee7e118b08c1,llm__D_LLM_72B__insurance,"[""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,Antilock,D_LLM_72B,77226b7e84ea3ee4,llm__D_LLM_72B__insurance,"[""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,CarValue,D_LLM_72B,bd1049ba72dd9f26,llm__D_LLM_72B__insurance,"[""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,Cushioning,D_LLM_72B,bdbef6990c5599df,llm__D_LLM_72B__insurance,"[""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,ILiCost,D_LLM_72B,75a139f51a76649c,llm__D_LLM_72B__insurance,"[""DrivQuality"", ""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,MedCost,D_LLM_72B,6e68919d9ab35862,llm__D_LLM_72B__insurance,"[""Age"", ""DrivQuality"", ""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,OtherCarCost,D_LLM_72B,2f31bf3b750e4c52,llm__D_LLM_72B__insurance,"[""DrivQuality"", ""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,PropCost,D_LLM_72B,dc58f14afea197b6,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""DrivQuality"", ""HomeBase"", ""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,RuggedAuto,D_LLM_72B,89ce8caf9809fd4d,llm__D_LLM_72B__insurance,"[""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,Theft,D_LLM_72B,c8c5d16526d1353a,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""HomeBase"", ""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,ThisCarCost,D_LLM_72B,c6dd676f528ac29a,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""DrivQuality"", ""HomeBase"", ""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,MakeModel,ThisCarDam,D_LLM_72B,6787a63ab9c31500,llm__D_LLM_72B__insurance,"[""DrivQuality"", ""Mileage"", ""VehicleYear""]",3,3,True,True,True,,
insurance,VehicleYear,Accident,D_LLM_72B,25385b2844f6e848,llm__D_LLM_72B__insurance,"[""DrivQuality"", ""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,VehicleYear,Airbag,D_LLM_72B,291cabb5437c31f5,llm__D_LLM_72B__insurance,"[""MakeModel""]",3,3,True,True,True,,
insurance,VehicleYear,Antilock,D_LLM_72B,b2190316d95de088,llm__D_LLM_72B__insurance,"[""MakeModel""]",3,3,True,True,True,,
insurance,VehicleYear,CarValue,D_LLM_72B,90a18ec1eaf63cae,llm__D_LLM_72B__insurance,"[""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,VehicleYear,Cushioning,D_LLM_72B,aaa5aa58c20e55bf,llm__D_LLM_72B__insurance,"[""MakeModel""]",3,3,True,True,True,,
insurance,VehicleYear,ILiCost,D_LLM_72B,a9db4ad953707fb1,llm__D_LLM_72B__insurance,"[""DrivQuality"", ""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,VehicleYear,MedCost,D_LLM_72B,8f544ee5ca570c8e,llm__D_LLM_72B__insurance,"[""Age"", ""DrivQuality"", ""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,VehicleYear,OtherCarCost,D_LLM_72B,46946c0bf79e421a,llm__D_LLM_72B__insurance,"[""DrivQuality"", ""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,VehicleYear,PropCost,D_LLM_72B,e3c2b71b159d901d,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""DrivQuality"", ""HomeBase"", ""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,VehicleYear,RuggedAuto,D_LLM_72B,683ea0bafa38ceeb,llm__D_LLM_72B__insurance,"[""MakeModel""]",3,3,True,True,True,,
insurance,VehicleYear,Theft,D_LLM_72B,2d7cb1b9646bc05c,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""HomeBase"", ""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,VehicleYear,ThisCarCost,D_LLM_72B,2c603c047734e6ee,llm__D_LLM_72B__insurance,"[""AntiTheft"", ""DrivQuality"", ""HomeBase"", ""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,VehicleYear,ThisCarDam,D_LLM_72B,b2f2d2bc5d5af6e6,llm__D_LLM_72B__insurance,"[""DrivQuality"", ""MakeModel"", ""Mileage""]",3,3,True,True,True,,
insurance,SocioEcon,GoodStudent,D_LLM_72B,460945963fb0198f,llm__D_LLM_72B__insurance,"[""Age""]",2,2,True,True,True,,
insurance,DrivingSkill,Accident,D_LLM_72B,2c127798b7185f53,llm__D_LLM_72B__insurance,"[""Antilock"", ""Mileage"", ""RiskAversion""]",2,2,True,True,True,,
insurance,DrivingSkill,DrivHist,D_LLM_72B,e4902a2f0eb4f3fa,llm__D_LLM_72B__insurance,"[""RiskAversion""]",2,2,True,True,True,,
insurance,DrivingSkill,DrivQuality,D_LLM_72B,b3d9575c68ff164e,llm__D_LLM_72B__insurance,"[""RiskAversion""]",2,2,True,True,True,,
insurance,DrivingSkill,ILiCost,D_LLM_72B,9d45bd92fa1b54fe,llm__D_LLM_72B__insurance,"[""Antilock"", ""Mileage"", ""RiskAversion""]",2,2,True,True,True,,
insurance,DrivingSkill,MedCost,D_LLM_72B,7d6a48efdb85c9ed,llm__D_LLM_72B__insurance,"[""Age"", ""Antilock"", ""Cushioning"", ""Mileage"", ""RiskAversion""]",2,2,True,True,True,,
insurance,DrivingSkill,OtherCarCost,D_LLM_72B,2cf36ff8fcf8a9ab,llm__D_LLM_72B__insurance,"[""Antilock"", ""Mileage"", ""RiskAversion"", ""RuggedAuto""]",2,2,True,True,True,,
insurance,DrivingSkill,PropCost,D_LLM_72B,c34a2e41b3e263c0,llm__D_LLM_72B__insurance,"[""Antilock"", ""CarValue"", ""Mileage"", ""RiskAversion"", ""RuggedAuto"", ""Theft""]",2,2,True,True,True,,
insurance,DrivingSkill,ThisCarCost,D_LLM_72B,4fce1acd146e82ab,llm__D_LLM_72B__insurance,"[""Antilock"", ""CarValue"", ""Mileage"", ""RiskAversion"", ""RuggedAuto"", ""Theft""]",2,2,True,True,True,,
insurance,DrivingSkill,ThisCarDam,D_LLM_72B,883cf3a3ef0c10a4,llm__D_LLM_72B__insurance,"[""Antilock"", ""Mileage"", ""RiskAversion"", ""RuggedAuto""]",2,2,True,True,True,,
insurance,RiskAversion,Accident,D_LLM_72B,10e6062cce01f4a6,llm__D_LLM_72B__insurance,"[""Age"", ""Mileage""]",1,1,True,True,True,,
insurance,RiskAversion,Airbag,D_LLM_72B,45af77004c25c220,llm__D_LLM_72B__insurance,"[""Age""]",1,1,True,True,True,,
insurance,RiskAversion,AntiTheft,D_LLM_72B,17a8c982b7a1641a,llm__D_LLM_72B__insurance,"[""Age""]",1,1,True,True,True,,
insurance,RiskAversion,Antilock,D_LLM_72B,bfcf1b6e47fd382e,llm__D_LLM_72B__insurance,"[""Age""]",1,1,True,True,True,,
